0.018853,0.032534,0.5255,0.4745,1.3659e-14,-0.49746
0.018731,0.032993,0.52163,0.47837,2.1099e-15,-0.51262
0.019486,0.031194,0.52239,0.47761,3.8223e-11,-0.43864
0.020376,0.02975,0.51773,0.48227,1.0158e-07,-0.3614
0.019882,0.03019,0.51244,0.48756,5.4383e-09,-0.39507
0.020522,0.030154,0.53051,0.46949,8.4358e-08,-0.36692
0.019507,0.030113,0.51417,0.48583,2.0245e-09,-0.40888
0.020078,0.028807,0.50304,0.49696,6.3187e-07,-0.34607
0.019354,0.029624,0.51198,0.48802,5.8762e-09,-0.40169
0.020874,0.0298,0.55898,0.44102,1.1511e-06,-0.34173
0.020592,0.029897,0.55479,0.44521,4.0081e-07,-0.35694
0.02168,0.028697,0.54655,0.45345,0.00013923,-0.27361
0.021098,0.029095,0.55187,0.44813,1.4644e-05,-0.31112
0.021699,0.03035,0.55675,0.44325,6.6151e-06,-0.32446
0.02067,0.031235,0.57968,0.42032,3.4652e-08,-0.39386
0.021684,0.030295,0.57023,0.42977,8.0791e-06,-0.32494
0.021147,0.03041,0.57938,0.42062,1.5963e-06,-0.34974
0.021959,0.030989,0.5896,0.4104,6.0001e-06,-0.33283
0.021346,0.031487,0.61016,0.38984,3.7001e-07,-0.37301
0.021942,0.030539,0.5967,0.4033,1.5387e-05,-0.3222
0.021838,0.029438,0.58525,0.41475,0.00010712,-0.29191
0.022344,0.02901,0.58744,0.41256,0.00075313,-0.25674
0.022358,0.029761,0.61321,0.38679,0.00023676,-0.28083
0.022538,0.029277,0.60868,0.39132,0.00076423,-0.25947
0.022323,0.027856,0.61574,0.38426,0.0047667,-0.22004
0.022228,0.02783,0.61622,0.38378,0.0045734,-0.22241
0.022178,0.02857,0.64549,0.35451,0.0014666,-0.25023
0.022109,0.028971,0.64381,0.35619,0.00067828,-0.26836
0.021784,0.028511,0.66055,0.33945,0.00076455,-0.26753
0.021652,0.027999,0.68371,0.31629,0.0014362,-0.25548
0.021365,0.029458,0.6997,0.3003,8.1625e-05,-0.31501
0.020786,0.030202,0.7028,0.2972,5.201e-06,-0.3635
0.020724,0.029249,0.70618,0.29382,2.693e-05,-0.33884
0.020125,0.028873,0.72188,0.27812,1.4493e-05,-0.35158
0.02,0.030169,0.71402,0.28598,1.0785e-06,-0.3946
0.019125,0.030872,0.73071,0.26929,2.2736e-08,-0.44939
0.019177,0.030243,0.72677,0.27323,1.3762e-07,-0.42894
0.018141,0.028725,0.77398,0.22602,1.5522e-07,-0.43017
0.018345,0.029038,0.79451,0.20549,1.9961e-07,-0.42961
0.017204,0.030628,0.82616,0.17384,1.3629e-10,-0.52038
0.016812,0.030266,0.83395,0.16605,8.4668e-11,-0.52878
0.015764,0.02847,0.85729,0.14271,8.933e-11,-0.53173
0.015874,0.027877,0.88816,0.11184,6.7757e-10,-0.51333
0.015471,0.029379,0.89329,0.10671,3.6302e-12,-0.57086
0.015362,0.028709,0.91326,0.086742,1.2733e-11,-0.56256
0.01461,0.02613,0.93222,0.067781,2.8025e-10,-0.53413
0.014357,0.024753,0.95703,0.042965,3.3386e-09,-0.50923
0.01497,0.026611,0.95318,0.046819,1.1078e-09,-0.5262
0.014961,0.027704,0.94393,0.056074,1.6608e-10,-0.55166
0.017564,0.023886,0.96312,0.036881,0.0012901,-0.2991
0.017989,0.022461,0.94163,0.058373,0.020711,-0.21936
0.019606,0.024479,0.94838,0.051621,0.022157,-0.21898
0.018367,0.027582,0.94444,0.055557,4.0322e-05,-0.38595
0.019272,0.026283,0.93694,0.063057,0.0018272,-0.30071
